Site_ID,adipose tissue,adrenal gland,blood,bone,bone marrow,brain,breast,cartilage,colon,esophagus,fallopian tube,kidney,liver,lung,muscle,nasopharynx,nose,pancreas,placenta,prostate,skin,spleen,stomach,testis,thyroid gland,tongue,urinary bladder
385,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.04,0.01,0.01,0.01,0.01,0.01,0.01,0.01
386,0.9,0.9,0.9,0.91,0.9,0.83,0.91,0.79,0.95,0.93,0.9,0.89,0.92,0.91,0.9,0.94,0.94,0.92,0.88,0.91,0.94,0.93,0.94,0.74,0.91,0.9,0.92
387,0.44,0.63,0.66,0.37,0.61,0.65,0.33,0.44,0.27,0.21,0.27,0.33,0.47,0.43,0.51,0.32,0.36,0.26,0.54,0.19,0.39,0.42,0.22,0.38,0.4,0.36,0.38
388,0.92,0.83,0.98,0.6,0.97,0.93,0.85,0.88,0.78,0.68,0.92,0.9,0.79,0.93,0.76,0.96,0.86,0.84,0.51,0.68,0.85,0.95,0.83,0.92,0.89,0.72,0.89
389,0.98,0.97,0.98,0.97,0.95,0.98,0.97,0.94,0.97,0.97,0.99,0.98,0.98,0.98,0.98,0.99,0.99,0.95,0.71,0.98,0.99,0.98,0.98,0.81,0.98,0.97,0.97
390,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.98,0.98,0.99,0.99,0.99,0.98,0.99,0.99,0.99,0.98,0.99,0.99,0.99,0.99,0.89,0.99,0.98,0.98
391,0.86,0.88,0.94,0.81,0.92,0.96,0.73,0.74,0.89,0.81,0.94,0.92,0.95,0.88,0.76,0.83,0.92,0.89,0.35,0.86,0.89,0.86,0.83,0.9,0.88,0.81,0.83
392,0.97,0.98,0.96,0.97,0.95,0.9,0.97,0.97,0.97,0.97,0.98,0.98,0.98,0.98,0.89,0.98,0.98,0.95,0.78,0.98,0.98,0.96,0.98,0.79,0.98,0.97,0.96
393,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.04,0.01,0.01,0.01,0.01,0.01,0.01,0.01
394,0.94,0.97,0.94,0.96,0.96,0.95,0.94,0.95,0.96,0.95,0.96,0.94,0.95,0.96,0.94,0.96,0.96,0.95,0.93,0.95,0.96,0.9,0.96,0.9,0.94,0.93,0.94
395,0.92,0.9,0.94,0.87,0.94,0.92,0.89,0.93,0.91,0.88,0.88,0.92,0.93,0.93,0.91,0.94,0.92,0.91,0.9,0.92,0.9,0.85,0.9,0.83,0.94,0.91,0.93
396,0.97,0.97,0.98,0.98,0.98,0.97,0.97,0.97,0.98,0.98,0.97,0.96,0.98,0.97,0.96,0.99,0.98,0.98,0.97,0.95,0.98,0,0.98,0.95,0.95,0.96,0.98
397,0.96,0.93,0.96,0.98,0.98,0.76,0.88,0.85,0.95,0.94,0.95,0.9,0.96,0.96,0.82,0.96,0.97,0.92,0.93,0.93,0.94,0.95,0.96,0.86,0.95,0.94,0.92
398,0.85,0.85,0.86,0.9,0.83,0.86,0.86,0.8,0.89,0.87,0.89,0.86,0.88,0.89,0.75,0.89,0.85,0.86,0.77,0.85,0.9,0.89,0.85,0.78,0.82,0.88,0.82
399,0.98,0.98,0.96,0,0.88,0.98,0.97,0,0.98,0,0,0.96,0.99,0.99,0.96,0,0,0.96,0.76,0.98,0.97,0,0,0,1,0.99,0
400,0.06,0.05,0.04,0.03,0.04,0.05,0.06,0.04,0.04,0.04,0.05,0.05,0.05,0.04,0.06,0.03,0.03,0.04,0.12,0.06,0.03,0.05,0.05,0.05,0.04,0.05,0.04
401,0.7,0.81,0.85,0.79,0.84,0.8,0.71,0.74,0.85,0.77,0.83,0.65,0.77,0.82,0.68,0.83,0.85,0.74,0.6,0.81,0.81,0.78,0.8,0.74,0.76,0.76,0.76
402,0.3,0.37,0.36,0.2,0.3,0.17,0.36,0.23,0.46,0.29,0.48,0.17,0.15,0.21,0.28,0.27,0.18,0.34,0.47,0.48,0.36,0.23,0.33,0.47,0.12,0.32,0.25
403,0.66,0.61,0.92,0.83,0.93,0.57,0.54,0.36,0.55,0.4,0.66,0.51,0.74,0.58,0.66,0.68,0.5,0.46,0.41,0.42,0.58,0.8,0.49,0.59,0.62,0.56,0.6
404,0.98,0.87,0.98,0.99,0.99,0.97,0.98,0.97,0.99,0.98,0.99,0.98,0.98,0.98,0.97,0.99,0.99,0.98,0.98,0.98,0.98,0.98,0.99,0.96,0.98,0.98,0.98
405,0.06,0.05,0.06,0.03,0.04,0.07,0.05,0.06,0.06,0.05,0.06,0.06,0.06,0.05,0.05,0.06,0.06,0.06,0.05,0.08,0.05,0.06,0.05,0.06,0.07,0.05,0.06
406,0.03,0.04,0.03,0.05,0.04,0.05,0.03,0.04,0.03,0.04,0.04,0.05,0.03,0.03,0.04,0.03,0.04,0.03,0.03,0.05,0.04,0.03,0.03,0.04,0.04,0.04,0.03
475,0.9,0.94,0.9,0.87,0.88,0.96,0.92,0.93,0.92,0.93,0.96,0.96,0.94,0.92,0.91,0.92,0.94,0.95,0.89,0.95,0.94,0.86,0.94,0.75,0.96,0.92,0.9
890,0.95,0.96,0.96,0.95,0.96,0.93,0.95,0.95,0.94,0.95,0.89,0.95,0.93,0.96,0.95,0.96,0.96,0.93,0.95,0.93,0.95,0.93,0.96,0.79,0.95,0.95,0.96
1275,0.97,0.98,0.96,0.91,0.95,0.97,0.96,0.97,0.96,0.97,0.93,0.98,0.98,0.98,0.97,0.97,0.96,0.97,0.96,0.97,0.96,0.96,0.97,0.76,0.97,0.98,0.98
2130,0.94,0.94,0.96,0.94,0.95,0.95,0.92,0.28,0.93,0.94,0.95,0.93,0.93,0.96,0.94,0.96,0.96,0.92,0.65,0.95,0.96,0.78,0.96,0.92,0.95,0.95,0.95
3618,0.92,0.94,0.93,0.95,0.89,0.97,0.93,0.26,0.96,0.92,0.97,0.92,0.94,0.94,0.87,0.93,0.94,0.94,0.94,0.82,0.94,0.92,0.95,0.9,0.92,0.9,0.91
3991,0.96,0.97,0.98,0.97,0.97,0.97,0.97,0.98,0.97,0.98,0.97,0.97,0.98,0.97,0.98,0.92,0.98,0.98,0.95,0.97,0.98,0.95,0.97,0.78,0.98,0.96,0.98
4154,0.96,0.98,0.96,0.97,0.96,0.97,0.96,0.96,0.97,0.96,0.94,0.96,0.96,0.98,0.97,0.98,0.97,0.97,0.95,0.95,0.98,0.95,0.98,0.78,0.97,0.96,0.97
4285,0.94,0.95,0.94,0.98,0.95,0.94,0.94,0.94,0.94,0.94,0.92,0.91,0.94,0.93,0.95,0,0.97,0.94,0.57,0.91,0.98,0.95,0.98,0.65,0.95,0.93,0.94
4295,0.94,0.96,0.92,0.94,0.94,0.95,0.93,0.94,0.95,0.94,0.93,0.94,0.94,0.95,0.94,0.96,0.95,0.94,0.51,0.94,0.95,0.92,0.96,0.74,0.94,0.95,0.94
4441,0.96,0.97,0.95,0.9,0.94,0.96,0.96,0.97,0.94,0.94,0.97,0.97,0.93,0.96,0.96,0.95,0.96,0.95,0.36,0.97,0.97,0.9,0.96,0.78,0.97,0.95,0.96
5015,0.98,0.99,0.98,0.98,0.97,0.98,0.98,0.98,0.99,0.98,0.97,0.98,0.99,0.99,0.98,0.99,0.99,0.99,0.58,0.96,0.99,0.98,0.99,0.85,0.98,0.98,0.99
5061,0.98,0.97,0.98,0.99,0.98,0.92,0.98,0.98,0.99,0.98,0.97,0.97,0.98,0.99,0.98,0.99,0.99,0.98,0.96,0.98,0.99,0.99,0.99,0.79,0.98,0.98,0.98
5084,0.98,0.98,0.98,0.98,0.96,0.98,0.98,0.98,0.55,0.95,0.99,0.97,0.98,0.98,0.98,0.98,0.99,0.94,0.98,0.96,0.98,0.96,0.98,0.95,0.98,0.98,0.97
5109,0.99,0.99,0.99,0.99,0.99,0.98,0.99,0.99,0.99,0.99,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.97,0.99,0.99,0.99,0.81,0.99,0.99,0.99
5204,0.94,0.95,0.94,0.95,0.96,0.93,0.93,0.94,0.95,0.93,0.94,0.95,0.94,0.95,0.94,0.93,0.93,0.94,0.92,0.94,0.94,0.94,0.94,0.82,0.94,0.94,0.93
5898,0.95,0.96,0.93,0.93,0.9,0.96,0.94,0.95,0.93,0.92,0.93,0.92,0.94,0.95,0.95,0.9,0.94,0.95,0.96,0.94,0.95,0.9,0.93,0.78,0.95,0.92,0.92
6486,0.96,0.97,0.98,0.97,0.98,0.96,0.97,0.97,0.98,0.96,0.95,0.98,0.97,0.98,0.97,0.98,0.97,0.98,0.39,0.95,0.98,0.98,0.98,0.73,0.93,0.97,0.98
6646,0.96,0.95,0.96,0.95,0.95,0.95,0.91,0.95,0.97,0.94,0.96,0.95,0.89,0.97,0.95,0.98,0.97,0.67,0.9,0.94,0.97,0.95,0.95,0.95,0.97,0.93,0.96
6712,0.9,0.89,0.93,0.94,0.95,0.82,0.91,0.84,0.91,0.92,0.83,0.92,0.94,0.93,0.88,0.93,0.88,0.9,0.72,0.9,0.92,0.93,0.93,0.74,0.91,0.92,0.9
6766,0.9,0.91,0.89,0.89,0.92,0.89,0.89,0.92,0.88,0.88,0.85,0.9,0.9,0.91,0.89,0.91,0.9,0.86,0.67,0.89,0.9,0.86,0.89,0.69,0.92,0.91,0.89
6805,0.88,0.9,0.86,0.91,0.86,0.89,0.88,0.87,0.9,0.86,0.91,0.88,0.88,0.89,0.54,0.86,0.87,0.86,0.87,0.87,0.89,0.88,0.9,0.85,0.87,0.83,0.87
7033,0.98,0.99,0.98,0.99,0.97,0.98,0.98,0.97,0.98,0.96,0.99,0.98,0.98,0.99,0.56,0.99,0.99,0.99,0.81,0.98,0.99,0.98,0.99,0.96,0.99,0.94,0.98
7077,0.99,0.99,0.99,1,0.99,0.81,0.99,0.98,0.99,0.99,0.99,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.98,1,0.86,0.98,0.98,0.99
7197,0.94,0.95,0.96,0.97,0.96,0.95,0.95,0.95,0.93,0.94,0.95,0.95,0.96,0.97,0.93,0.96,0.96,0.95,0.95,0.94,0.95,0.93,0.96,0.79,0.96,0.96,0.95
7394,0.97,0.97,0.97,0.97,0.96,0.96,0.97,0.97,0.97,0.97,0.96,0.96,0.97,0.97,0.97,0.96,0.97,0.97,0.97,0.95,0.96,0.96,0.98,0.74,0.98,0.97,0.98
7434,0.98,0.98,0.98,0.99,0.99,0.98,0.97,0.97,0.99,0.98,0.98,0.98,0.98,0.98,0.96,0.99,0.99,0.98,0.72,0.96,0.98,0.98,0.99,0.81,0.98,0.98,0.98
7791,0.94,0.96,0.95,0.93,0.96,0.95,0.92,0.93,0.96,0.93,0.94,0.94,0.95,0.96,0.89,0.96,0.95,0.92,0.68,0.95,0.95,0.92,0.95,0.81,0.93,0.9,0.94
8612,0.95,0.96,0.94,0.95,0.94,0.94,0.95,0.95,0.97,0.94,0.96,0.96,0.97,0.93,0.95,0.97,0.92,0.97,0.94,0.96,0.96,0.8,0.97,0.8,0.95,0.95,0.96
9061,0.95,0.95,0.96,0.91,0.94,0.91,0.94,0.93,0.95,0.95,0.92,0.95,0.96,0.94,0.95,0.95,0.95,0.96,0.9,0.92,0.94,0.91,0.96,0.74,0.95,0.94,0.96
9106,0.96,0.99,0.99,0.97,0.98,0.96,0.99,0.91,0.99,0.98,0.99,0.98,0.98,0.98,0.98,0.99,0.99,0.98,0.98,0.97,0.99,0.98,0.99,0.93,0.99,0.98,0.97
9113,0.96,0.98,0.96,0.97,0.97,0.96,0.96,0.92,0.98,0.95,0.98,0.97,0.98,0.98,0.93,0.97,0.95,0.96,0.96,0.95,0.96,0.95,0.98,0.81,0.98,0.94,0.97
9273,0.98,0.98,0.97,0.92,0.92,0.93,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.99,0.98,0.98,0.12,0.98,0.98,0.97,0.99,0.61,0.98,0.98,0.98
9382,0.98,0.97,0.98,0.97,0.96,0.69,0.98,0.98,0.98,0.97,0.98,0.97,0.97,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.97,0.98,0.75,0.97,0.97,0.98
9473,0.96,0.98,0.94,0.97,0.93,0.98,0.97,0.96,0.98,0.96,0.98,0.97,0.94,0.97,0.97,0.98,0.98,0.96,0.61,0.95,0.98,0.95,0.98,0.82,0.97,0.97,0.97
9808,0.98,0.68,0.98,0.98,0.97,0.98,0.99,0.98,0.99,0.98,0.99,0.98,0.99,0.96,0.98,0.99,0.99,0.99,0.92,0.96,0.99,0.98,0.99,0.92,0.99,0.99,0.98
10348,0.96,0.98,0.98,0.99,0.98,0.91,0.96,0.99,0.99,0.98,0.98,0.98,0.99,0.99,0.96,0.99,0.86,0.99,0.66,0.98,0.99,0.99,0.99,0.87,0.99,0.92,0.99
10537,0.96,0.97,0.96,0.95,0.94,0.95,0.96,0.97,0.97,0.97,0.94,0.97,0.96,0.97,0.96,0.97,0.96,0.94,0.21,0.96,0.96,0.96,0.97,0.72,0.97,0.96,0.96
10861,0.96,0.89,0.95,0.94,0.96,0.91,0.95,0.95,0.96,0.95,0.91,0.95,0.96,0.96,0.96,0.97,0.94,0.95,0.95,0.95,0.95,0.94,0.96,0.73,0.95,0.96,0.96
10994,0.03,0.02,0.03,0.06,0.02,0.01,0.02,0.02,0.03,0.03,0.01,0.03,0.33,0.05,0.07,0.04,0.02,0.03,0.01,0.04,0.02,0.1,0.03,0.01,0.04,0.05,0.04
11233,0.97,0.97,0.97,0.96,0.95,0.97,0.97,0.97,0.98,0.96,0.97,0.96,0.98,0.98,0.97,0.99,0.98,0.96,0.95,0.95,0.97,0.94,0.98,0.7,0.98,0.97,0.97
11308,0.96,0.93,0.98,0.99,0.98,0.97,0.96,0.91,0.98,0.95,0.98,0.89,0.96,0.97,0.87,0.98,0.97,0.97,0.97,0.95,0.97,0.87,0.99,0.8,0.96,0.88,0.97
11422,0.92,0.97,0.96,0.95,0.96,0.89,0.96,0.88,0.93,0.93,0.96,0.97,0.96,0.96,0.97,0.95,0.97,0.97,0.95,0.98,0.96,0.94,0.93,0.92,0.96,0.94,0.96
11562,0.96,0.98,0.98,0.98,0.97,0.97,0.97,0.98,0.98,0.98,0.96,0.97,0.97,0.97,0.97,0.98,0.98,0.98,0.92,0.94,0.98,0.98,0.98,0.8,0.98,0.96,0.97
11981,0.95,0.94,0.98,0.98,0.98,0.91,0.96,0.95,0.97,0.95,0.97,0.96,0.96,0.95,0.95,0,0.96,0.97,0.47,0.93,0.96,0.94,0.97,0.7,0.97,0.95,0.95
12022,0.97,0.97,0.98,0.98,0.97,0.97,0.96,0.97,0.96,0.97,0.98,0.98,0.98,0.98,0.97,0.98,0.99,0.97,0.95,0.96,0.98,0.97,0.98,0.86,0.98,0.98,0.98
12026,0.94,0.9,0.92,0.95,0.92,0.25,0.94,0.9,0.95,0.86,0.82,0.67,0.9,0.93,0.92,0.94,0.93,0.92,0.94,0.93,0.95,0.94,0.93,0.89,0.94,0.9,0.95
12158,0.98,0.98,0.98,0.98,0.97,0.98,0.98,0.98,0.98,0.97,0.98,0.98,0.97,0.98,0.98,0.99,0.98,0.97,0.95,0.98,0.98,0.96,0.99,0.87,0.98,0.97,0.97
12244,0.95,0.95,0.94,0.94,0.96,0.93,0.94,0.94,0.96,0.95,0.94,0.95,0.95,0.95,0.94,0.97,0.94,0.94,0.84,0.93,0.95,0.95,0.96,0.74,0.94,0.96,0.96
12607,0.98,0.99,0.98,0.98,0.97,0.98,0.99,0.98,0.99,0.99,0.99,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.98,0.99,0.98,0.99,0.83,0.99,0.98,0.99
13105,0.98,0.99,0.99,1,0.99,0.98,0.99,0.99,0.99,0.99,0.99,0.98,0.99,0.98,0.99,1,0.99,0.99,0.65,0.99,0.99,0.99,1,0.98,0.99,0.99,0.99
13373,0.96,0.95,0.97,0.97,0.95,0.97,0.97,0.97,0.97,0.97,0.98,0.97,0.94,0.97,0.97,0.97,0.98,0.95,0.66,0.94,0.97,0.96,0.98,0.75,0.98,0.96,0.95
13814,0.96,0.98,0.96,0.97,0.97,0.98,0.95,0.97,0.97,0.96,0.92,0.97,0.96,0.97,0.96,0.97,0.97,0.94,0.62,0.96,0.97,0.95,0.97,0.77,0.97,0.96,0.96
13894,0.97,0.98,0.96,0.96,0.96,0.98,0.97,0.97,0.98,0.97,0.97,0.97,0.97,0.98,0.97,0.98,0.98,0.97,0.85,0.97,0.98,0.95,0.98,0.84,0.97,0.96,0.97
13976,0.97,0.98,0.96,0.95,0.95,0.96,0.97,0.97,0.96,0.97,0.94,0.97,0.97,0.97,0.97,0.97,0.97,0.98,0.5,0.97,0.97,0.97,0.97,0.77,0.98,0.97,0.98
14168,0.96,0.98,0.96,0.97,0.97,0.96,0.95,0.95,0.97,0.96,0.97,0.95,0.96,0.97,0.95,0.98,0.97,0.96,0.93,0.96,0.97,0.94,0.97,0.81,0.95,0.95,0.95
14652,0.96,0.98,0.96,0.96,0.96,0.97,0.96,0.96,0.97,0.97,0.96,0.96,0.97,0.98,0.96,0.98,0.97,0.96,0.96,0.94,0.97,0.93,0.98,0.77,0.97,0.94,0.97
14704,0.98,0.97,0.97,0.97,0.96,0.98,0.97,0.97,0.98,0.98,0.98,0.98,0.95,0.98,0.97,0.98,0.97,0.96,0.93,0.97,0.98,0.96,0.97,0.8,0.98,0.98,0.96
14910,0.02,0.02,0.02,0.01,0.02,0.06,0.02,0.02,0.02,0.02,0.03,0.03,0.02,0.02,0.03,0.01,0.01,0.02,0.02,0.02,0.01,0.02,0.02,0.21,0.02,0.02,0.02
15208,0.96,0.97,0.94,0.97,0.95,0.97,0.95,0.96,0.97,0.94,0.95,0.95,0.96,0.97,0.97,0.98,0.97,0.96,0.42,0.92,0.97,0.96,0.97,0.74,0.95,0.95,0.96
15267,0.01,0.02,0.01,0.03,0.02,0.02,0.02,0.02,0.17,0.09,0.02,0.02,0.26,0.02,0.02,0.05,0.02,0.02,0.02,0.03,0.01,0.01,0.03,0.02,0.01,0.23,0.03
15341,0.95,0.96,0.96,0.96,0.95,0.95,0.94,0.94,0.96,0.95,0.95,0.95,0.96,0.96,0.94,0.97,0.96,0.96,0.96,0.93,0.95,0.94,0.97,0.81,0.96,0.95,0.96
15452,0.98,0.97,0.98,0.97,0.97,0.96,0.97,0.96,0.98,0.98,0.98,0.98,0.97,0.98,0.97,0.98,0.98,0.98,0.61,0.98,0.98,0.98,0.98,0.87,0.98,0.98,0.97
15650,0.96,0.94,0.98,0.98,0.97,0.68,0.97,0.96,0.98,0.97,0.92,0.94,0.98,0.98,0.92,0.99,0.99,0.97,0.97,0.95,0.98,0.98,0.99,0.87,0.93,0.96,0.97
15731,0.92,0.93,0.93,0.84,0.89,0.91,0.92,0.94,0.91,0.91,0.86,0.92,0.93,0.92,0.91,0.93,0.92,0.92,0.49,0.91,0.91,0.87,0.92,0.72,0.94,0.91,0.93
16392,0.98,0.99,0.98,0.97,0.97,0.97,0.98,0.98,0.99,0.98,0.95,0.98,0.98,0.99,0.98,0.99,0.98,0.98,0.6,0.96,0.98,0.98,0.99,0.71,0.98,0.98,0.99
16423,0.94,0.94,0.92,0.95,0.93,0.94,0.94,0.94,0.93,0.93,0.96,0.93,0.94,0.94,0.95,0.93,0.93,0.93,0.7,0.94,0.94,0.89,0.95,0.81,0.93,0.91,0.93
16507,0.95,0.97,0.93,0.94,0.93,0.94,0.95,0.93,0.96,0.94,0.94,0.94,0.95,0.96,0.94,0.95,0.96,0.92,0.3,0.95,0.95,0.91,0.95,0.68,0.94,0.94,0.94
16557,0.92,0.93,0.92,0.96,0.93,0.81,0.93,0.91,0.93,0.92,0.94,0.91,0.93,0.94,0.92,0.94,0.93,0.92,0.92,0.9,0.92,0.89,0.94,0.77,0.93,0.93,0.91
16581,0.98,0.99,0.98,0.99,0.98,0.98,0.99,0.98,0.99,0.98,0.99,0.98,0.98,0.99,0.93,0.99,0.99,0.99,0.99,0.98,0.99,0.98,0.99,0.84,0.99,0.98,0.98
16718,0.96,0.97,0.97,0.97,0.97,0.96,0.97,0.97,0.97,0.97,0.93,0.97,0.97,0.97,0.96,0.96,0.96,0.97,0.97,0.93,0.96,0.97,0.97,0.74,0.97,0.97,0.97
17019,0.97,0.98,0.97,0.98,0.97,0.97,0.97,0.96,0.98,0.97,0.96,0.97,0.97,0.98,0.96,0.98,0.98,0.97,0.97,0.96,0.97,0.96,0.98,0.8,0.97,0.97,0.97
17513,0.98,0.98,0.98,0.99,0.98,0.77,0.98,0.99,0.98,0.98,0.96,0.98,0.98,0.98,0.97,0.99,0.99,0.98,0.95,0.97,0.98,0.99,0.99,0.95,0.99,0.96,0.98
17711,0.92,0.9,0.92,0.84,0.93,0.8,0.89,0.94,0.82,0.89,0.79,0.9,0.92,0.9,0.9,0.76,0.9,0.9,0.86,0.88,0.92,0.69,0.83,0.65,0.93,0.91,0.91
18328,0.96,0.98,0.98,0.97,0.98,0.96,0.97,0.97,0.99,0.98,0.97,0.96,0.98,0.98,0.96,0.99,0.99,0.98,0.92,0.95,0.97,0.91,0.99,0.79,0.95,0.98,0.97
18393,0.98,0.98,0.98,0.99,0.98,0.97,0.98,0.94,0.98,0.95,0.98,0.98,0.98,0.98,0.98,0.98,0.97,0.98,0.98,0.98,0.98,0.98,0.97,0.85,0.98,0.97,0.97
18628,0.98,0.98,0.98,0.98,0.98,0.19,0.98,0.98,0.98,0.97,0.96,0.9,0.98,0.99,0.98,0.99,0.99,0.98,0.54,0.96,0.98,0.98,0.99,0.77,0.99,0.97,0.98
18764,0.94,0.95,0.96,0.97,0.96,0.94,0.95,0.96,0.95,0.93,0.93,0.94,0.96,0.96,0.94,0.96,0.95,0.95,0.93,0.95,0.94,0.91,0.96,0.73,0.95,0.96,0.95
18790,0.97,0.98,0.98,0.98,0.98,0.97,0.98,0.98,0.98,0.97,0.98,0.97,0.98,0.98,0.97,0.98,0.98,0.98,0.94,0.98,0.98,0.97,0.98,0.8,0.98,0.98,0.98
18909,0.99,0.99,0.99,0.98,0.99,0.98,0.98,0.98,0.99,0.98,0.98,0.99,0.97,0.99,0.98,1,0.99,0.98,0.91,0.99,0.99,0.99,0.99,0.87,0.99,0.98,0.99
19117,0.96,0.98,0.97,0.98,0.98,0.97,0.96,0.96,0.97,0.96,0.96,0.95,0.97,0.97,0.96,0.98,0.97,0.96,0.97,0.94,0.97,0.95,0.98,0.75,0.97,0.96,0.96
19561,0.92,0.92,0.96,0.9,0.93,0.94,0.93,0.94,0.95,0.9,0.92,0.94,0.86,0.92,0.92,0.95,0.96,0.87,0.57,0.9,0.92,0.89,0.93,0.71,0.91,0.94,0.91
19695,0.96,0.96,0.96,0.95,0.96,0.91,0.96,0.97,0.97,0.96,0.96,0.95,0.96,0.96,0.96,0.97,0.96,0.96,0.55,0.95,0.96,0.97,0.97,0.88,0.96,0.96,0.97
20550,0.99,0.99,0.99,0.99,0.99,0.98,0.99,0.99,0.99,0.99,0.99,0.98,0.99,0.99,0.99,1,0.99,0.99,0.97,0.99,0.99,0.99,1,0.88,0.99,0.99,0.99
20905,0.98,0.99,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.94,0.96,0.98,0.98,0.98,0.81,0.98,0.98,0.98
21039,0.97,0.97,0.97,0.98,0.97,0.97,0.97,0.97,0.98,0.97,0.98,0.96,0.97,0.97,0.97,0.97,0.98,0.97,0.97,0.98,0.97,0.97,0.98,0.78,0.98,0.97,0.97
21253,0.98,0.98,0.98,0.97,0.98,0.96,0.97,0.98,0.97,0.97,0.92,0.97,0.98,0.98,0.97,0.98,0.97,0.98,0.94,0.97,0.98,0.98,0.98,0.81,0.97,0.98,0.98
21662,0.93,0.96,0.95,0.95,0.96,0.93,0.92,0.93,0.96,0.94,0.94,0.94,0.95,0.95,0.89,0.97,0.96,0.93,0.89,0.94,0.94,0.93,0.96,0.78,0.94,0.9,0.94
21966,0.94,0.97,0.94,0.95,0.94,0.95,0.94,0.95,0.96,0.95,0.94,0.94,0.95,0.96,0.94,0.96,0.96,0.95,0.94,0.93,0.96,0.93,0.97,0.76,0.95,0.94,0.94
21974,0.94,0.97,0.93,0.94,0.94,0.95,0.94,0.95,0.95,0.94,0.93,0.94,0.95,0.96,0.94,0.95,0.93,0.95,0.92,0.94,0.94,0.92,0.96,0.78,0.94,0.94,0.94
22285,0.92,0.93,0.94,0.94,0.94,0.94,0.92,0.94,0.95,0.9,0.95,0.92,0.92,0.95,0.91,0.94,0.92,0.94,0.87,0.93,0.9,0.91,0.95,0.69,0.95,0.92,0.94
22521,0.88,0.93,0.89,0.9,0.92,0.9,0.89,0.85,0.91,0.88,0.89,0.89,0.9,0.91,0.89,0.92,0.92,0.88,0.46,0.9,0.92,0.86,0.92,0.7,0.87,0.89,0.87
23032,0.92,0.92,0.92,0.88,0.91,0.9,0.92,0.92,0.92,0.92,0.88,0.93,0.94,0.93,0.91,0.93,0.88,0.92,0.86,0.92,0.9,0.89,0.92,0.74,0.93,0.93,0.93
23186,0.97,0.95,0.98,0.99,0.98,0.41,0.97,0.96,0.98,0.98,0.98,0.92,0.98,0.97,0.97,0.99,0.97,0.98,0.77,0.98,0.97,0,0.98,0.97,0.98,0.97,0.98
23231,0.97,0.97,0.96,0.94,0.95,0.96,0.97,0.97,0.96,0.96,0.97,0.97,0.96,0.98,0.97,0.97,0.97,0.97,0.34,0.95,0.97,0.92,0.97,0.78,0.98,0.97,0.97
23269,0.96,0.96,0.96,0.94,0.96,0.95,0.95,0.97,0.94,0.96,0.89,0.97,0.97,0.97,0.96,0.97,0.94,0.93,0.95,0.95,0.95,0.96,0.96,0.77,0.96,0.98,0.97
23433,0.96,0.98,0.96,0.92,0.96,0.97,0.95,0.95,0.97,0.96,0.96,0.95,0.96,0.96,0.95,0.98,0.98,0.96,0.95,0.95,0.97,0.88,0.97,0.69,0.96,0.94,0.96
24068,0.96,0.98,0.96,0.94,0.96,0.97,0.94,0.94,0.96,0.94,0.94,0.94,0.97,0.94,0.95,0.97,0.96,0.95,0.96,0.95,0.96,0.95,0.96,0.75,0.94,0.96,0.96
24095,0.94,0.97,0.94,0.93,0.95,0.92,0.93,0.94,0.95,0.92,0.95,0.91,0.95,0.96,0.92,0.96,0.94,0.94,0.92,0.93,0.93,0.91,0.96,0.77,0.95,0.92,0.94
24653,0.96,0.98,0.96,0.97,0.97,0.97,0.96,0.96,0.97,0.97,0.97,0.96,0.97,0.97,0.95,0.98,0.98,0.97,0.67,0.96,0.96,0.93,0.98,0.81,0.97,0.93,0.96
24865,0.96,0.95,0.98,0.98,0.98,0.98,0.97,0.98,0.98,0.99,0.98,0.96,0.66,0.98,0.97,0.99,0.99,0.97,0.96,0.98,0.98,0.9,0.99,0.96,0.99,0.98,0.98
25415,0.96,0.97,0.96,0.94,0.97,0.95,0.95,0.96,0.96,0.96,0.91,0.97,0.97,0.97,0.95,0.97,0.95,0.96,0.94,0.94,0.95,0.96,0.96,0.76,0.96,0.98,0.97
25592,0.01,0.02,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.02,0.33,0.02,0.04,0.02,0.02,0.01,0.01,0.01,0.01,0.02
26800,0.98,0.99,0.98,0.99,0.98,0.98,0.98,0.98,0.97,0.98,0.95,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.99,0.82,0.98,0.98,0.99
