Site_ID,adipose tissue,adrenal gland,arteries,breast,colon,esophagus,heart,liver,lung,muscle,ovary,pancreas,Peyer's patch,prostate,skin,spinal nerves,spleen,stomach,testis,thyroid gland,uterus,vagina
16193,0.03,0.03,0.02,0.03,0.03,0.03,0.03,0.04,0.02,0.03,0.01,0.02,0.02,0.04,0.03,0.03,0.03,0.02,0.02,0.03,0.01,0.04
16205,0.03,0.03,0.02,0.02,0.01,0.02,0.01,0.02,0.01,0.03,0.03,0.02,0.02,0.03,0.01,0.02,0.02,0.03,0.02,0.02,0.01,0.03
16216,0.94,0.95,0.96,0.67,0.9,0.74,0.93,0.96,0.82,0.92,0.95,0.87,0.94,0.55,0.64,0.92,0.92,0.62,0.95,0.6,0.95,0.79
16219,0.02,0.02,0.02,0.02,0.03,0.03,0.02,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.06,0.03,0.01,0.01,0.01,0.04
16221,0.33,0.48,0.47,0.43,0.47,0.48,0.48,0.48,0.5,0.4,0.32,0.51,0.5,0.5,0.46,0.47,0.53,0.44,0.49,0.51,0.53,0.46
16229,0.02,0.02,0.02,0.02,0.01,0.01,0.02,0.02,0.02,0.01,0.01,0,0,0.04,0.02,0,0,0.02,0,0.01,0.01,0.02
16232,0.12,0.12,0.27,0.21,0.42,0.14,0.12,0.27,0.17,0.18,0.12,0.53,0.28,0.34,0.16,0.12,0.12,0.25,0.47,0.14,0.14,0.15
16235,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.02,0.02,0.01,0.01,0.03,0.01,0.01,0.01,0.01,0.01,0.01,0,0.02
16253,0.96,0.96,0.97,0.96,0.98,0.96,0.98,0.97,0.98,0.96,0.97,0.96,0.96,0.97,0.96,0.96,0.96,0.97,0.77,0.97,0.98,0.96
16276,0.01,0.01,0.01,0.02,0,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.02,0,0.01
16283,0.05,0.04,0.05,0.05,0.03,0.04,0.05,0.05,0.05,0.04,0.04,0.04,0.05,0.04,0.06,0.05,0.04,0.04,0.06,0.05,0.05,0.05
16297,0.1,0.09,0.1,0.11,0.09,0.1,0.12,0.1,0.1,0.1,0.09,0.11,0.07,0.09,0.1,0.11,0.07,0.08,0.1,0.09,0.1,0.1
16335,0.04,0.03,0.04,0.09,0.04,0.03,0.04,0.07,0.03,0.05,0.06,0.02,0.03,0.07,0.02,0.03,0.04,0.03,0.1,0.04,0.03,0.04
16344,0.05,0.06,0.04,0.06,0.04,0.04,0.04,0.09,0.04,0.04,0.04,0.05,0.05,0.06,0.05,0.05,0.04,0.05,0.04,0.05,0.06,0.05
16355,0.2,0.49,0.22,0.4,0.23,0.22,0.24,0.15,0.13,0.29,0.46,0.17,0.17,0.18,0.17,0.3,0.14,0.17,0.55,0.17,0.25,0.24
16371,0.03,0.03,0.03,0.03,0.02,0.04,0.03,0.03,0.06,0.03,0.04,0.02,0.05,0.07,0.04,0.02,0.03,0.05,0.04,0.03,0.04,0.05
16392,0.91,0.98,0.88,0.96,0.98,0.98,0.94,0.94,0.98,0.96,0.93,0.98,0.96,0.92,0.98,0.96,0.97,0.98,0.69,0.96,0.96,0.98
16401,0.1,0.11,0.07,0.06,0.1,0.1,0.05,0.12,0.12,0.06,0.04,0.1,0.12,0.14,0.1,0.07,0.14,0.09,0.07,0.06,0.03,0.1
16410,0.07,0.07,0.08,0.08,0.08,0.08,0.09,0.06,0.08,0.1,0.07,0.04,0.07,0.07,0.06,0.08,0.06,0.09,0.11,0.09,0.13,0.08
16423,0.94,0.93,0.93,0.94,0.94,0.94,0.93,0.94,0.94,0.95,0.91,0.94,0.94,0.95,0.94,0.94,0.94,0.94,0.75,0.94,0.95,0.95
16435,0.04,0.03,0.04,0.05,0.04,0.04,0.03,0.05,0.04,0.04,0.03,0.06,0.04,0.06,0.04,0.04,0.05,0.04,0.04,0.06,0.05,0.03
16459,0.01,0.02,0.02,0.01,0.01,0.01,0.03,0.01,0.02,0.01,0.02,0.02,0.02,0.01,0.01,0.01,0.03,0.02,0,0.02,0.02,0.02
16484,0.1,0.08,0.07,0.08,0.1,0.09,0.08,0.09,0.07,0.09,0.07,0.08,0.1,0.08,0.08,0.08,0.1,0.1,0.06,0.1,0.08,0.09
16489,0.02,0.01,0.01,0.02,0.02,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.01,0.02,0.02,0.02,0.03,0.02
16507,0.95,0.95,0.95,0.95,0.94,0.94,0.96,0.96,0.95,0.96,0.95,0.93,0.96,0.97,0.94,0.94,0.94,0.96,0.62,0.96,0.94,0.95
16529,0.01,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.02,0.02,0.02,0.03,0.02,0.03,0.02,0.02,0.03,0.02,0.02,0.03
16557,0.81,0.89,0.89,0.9,0.9,0.89,0.9,0.91,0.9,0.92,0.91,0.88,0.88,0.88,0.88,0.89,0.89,0.88,0.59,0.9,0.9,0.9
16564,0.12,0.09,0.1,0.1,0.09,0.09,0.11,0.09,0.08,0.1,0.08,0.1,0.1,0.1,0.1,0.08,0.08,0.09,0.08,0.09,0.09,0.09
16568,0.13,0.11,0.07,0.19,0.1,0.1,0.06,0.24,0.13,0.11,0.13,0.24,0.12,0.11,0.16,0.09,0.15,0.11,0.08,0.27,0.11,0.11
16574,0.64,0.67,0.67,0.66,0.65,0.66,0.66,0.62,0.69,0.64,0.66,0.65,0.65,0.69,0.68,0.63,0.65,0.66,0.54,0.66,0.68,0.66
16581,0.99,0.99,0.99,0.97,0.99,0.98,0.99,0.98,0.99,0.98,0.98,0.99,0.99,1,0.99,0.98,0.98,0.99,0.69,0.99,0.98,0.99
16718,0.96,0.98,0.99,0.99,0.98,0.98,0.98,1,0.98,0.98,0.96,0.98,1,1,0.98,0.98,0.99,0.98,0.63,0.99,1,0.98
16780,0.38,0.21,0.65,0.57,0.5,0.36,0.64,0.5,0.26,0.56,0.42,0.29,0.34,0.35,0.29,0.44,0.29,0.29,0.59,0.3,0.47,0.51
16794,0.52,0.41,0.41,0.48,0.46,0.47,0.52,0.39,0.52,0.48,0.43,0.31,0.44,0.28,0.51,0.36,0.66,0.43,0.33,0.33,0.54,0.45
16799,0.76,0.81,0.79,0.91,0.82,0.78,0.69,0.88,0.56,0.78,0.93,0.77,0.83,0.84,0.84,0.48,0.84,0.86,0.91,0.62,0.85,0.82
16832,0.11,0.08,0.09,0.07,0.08,0.08,0.08,0.06,0.08,0.08,0.1,0.09,0.08,0.05,0.07,0.09,0.09,0.08,0.08,0.08,0.09,0.07
16887,0.96,0.96,0.96,0.98,0.98,0.98,0.96,0.98,0.98,0.96,0.98,0.99,0.97,0.98,0.99,0.97,0.98,0.97,0.98,0.98,0.98,0.98
16895,0.9,0.89,0.9,0.91,0.91,0.81,0.73,0.91,0.74,0.86,0.86,0.51,0.92,0.86,0.92,0.88,0.89,0.83,0.88,0.9,0.89,0.88
16915,0.9,0.92,0.91,0.92,0.93,0.93,0.95,0.93,0.94,0.92,0.92,0.95,0.97,0.92,0.95,0.9,0.93,0.94,0.93,0.94,0.94,0.92
16923,0.01,0,0.01,0.01,0,0,0,0,0.01,0.01,0.02,0,0,0,0,0.02,0.01,0.02,0.01,0.02,0,0.01
16936,0.1,0.08,0.08,0.15,0.12,0.09,0.08,0.14,0.1,0.06,0.07,0.06,0.12,0.08,0.08,0.06,0.13,0.12,0.06,0.08,0.07,0.12
16937,0.93,0.86,0.94,0.9,0.88,0.92,0.94,0.94,0.91,0.94,0.9,0.85,0.93,0.83,0.94,0.93,0.93,0.93,0.92,0.97,0.96,0.92
16949,0.12,0.09,0.11,0.12,0.11,0.16,0.07,0.61,0.15,0.12,0.06,0.69,0.18,0.08,0.14,0.07,0.25,0.24,0.09,0.08,0.05,0.16
17019,0.96,0.99,0.99,0.98,0.98,0.98,0.98,0.98,0.99,0.98,0.98,0.98,0.98,0.99,0.98,0.98,0.98,0.99,0.74,0.99,0.98,0.98
17027,0.16,0.32,0.14,0.14,0.14,0.14,0.15,0.14,0.13,0.19,0.13,0.17,0.18,0.12,0.16,0.15,0.13,0.14,0.18,0.17,0.18,0.12
17095,0.03,0.01,0.02,0.03,0.03,0.03,0.04,0.05,0.03,0.03,0.04,0.02,0.01,0.02,0.02,0.02,0.03,0.04,0.03,0.03,0.02,0.02
17104,0.94,0.93,0.94,0.94,0.95,0.95,0.95,0.94,0.96,0.94,0.94,0.94,0.95,0.98,0.95,0.93,0.94,0.97,0.93,0.95,0.95,0.95
17122,0.12,0.15,0.11,0.17,0.24,0.14,0.17,0.32,0.14,0.16,0.14,0.16,0.17,0.15,0.17,0.14,0.21,0.2,0.13,0.19,0.18,0.21
17141,0.39,0.45,0.58,0.29,0.38,0.36,0.35,0.45,0.46,0.35,0.31,0.29,0.46,0.34,0.31,0.31,0.6,0.38,0.29,0.31,0.28,0.36
17206,0.99,0.99,0.98,0.98,0.99,0.98,0.99,0.98,0.99,0.99,1,0.98,0.99,1,0.98,0.99,0.99,0.99,0.98,0.99,1,0.99
17513,0.94,0.96,0.96,0.97,0.97,0.98,0.98,0.97,0.99,0.97,0.96,0.98,0.97,0.97,0.97,0.81,0.99,0.99,0.99,0.99,0.99,0.97
17711,0.81,0.92,0.92,0.89,0.87,0.9,0.91,0.9,0.91,0.92,0.85,0.91,0.85,0.92,0.92,0.9,0.79,0.89,0.51,0.93,0.91,0.92
18328,0.94,0.99,0.98,0.99,0.99,0.98,0.97,0.99,0.99,0.98,0.97,0.98,0.99,0.99,0.98,0.99,0.99,0.99,0.71,0.98,0.98,0.97
18393,0.96,0.97,0.97,0.96,0.96,0.97,0.98,0.98,0.98,0.98,0.97,0.97,0.97,0.98,0.96,0.96,0.96,0.96,0.74,0.97,0.97,0.98
18628,0.98,0.98,0.97,0.97,0.95,0.98,0.95,1,0.98,0.98,0.99,0.98,0.95,0.98,0.98,0.98,0.97,0.99,0.53,0.98,0.99,0.98
18764,0.92,0.92,0.92,0.88,0.92,0.92,0.91,0.94,0.95,0.92,0.91,0.95,0.9,0.93,0.92,0.9,0.9,0.91,0.64,0.91,0.91,0.96
18790,0.98,0.98,0.98,0.98,0.99,0.98,0.98,0.98,0.99,0.98,0.98,0.98,0.98,0.98,0.98,0.99,0.99,0.99,0.7,0.98,0.97,0.98
18909,0.96,0.96,0.99,0.97,0.99,1,0.98,0.95,0.99,0.98,0.97,0.97,0.99,1,0.99,0.99,0.99,0.99,0.77,0.99,0.99,0.98
19117,0.98,0.97,0.97,0.97,0.96,0.96,0.98,0.97,0.98,0.97,0.99,0.97,0.96,0.99,0.96,0.96,0.97,0.98,0.62,0.97,0.96,0.98
19561,0.96,0.93,0.97,0.93,0.96,0.93,0.96,0.94,0.95,0.94,0.94,0.9,0.96,0.92,0.96,0.95,0.96,0.93,0.59,0.94,0.95,0.98
19695,0.97,0.98,0.98,0.98,0.99,0.98,0.97,0.99,0.98,0.98,0.98,0.99,0.99,0.98,0.98,0.98,0.98,0.98,0.74,0.98,0.98,0.99
20550,0.98,1,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.79,1,0.99,0.99
20905,0.96,0.98,0.98,0.97,0.98,0.98,0.98,0.97,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.73,0.98,0.98,0.97
21253,0.92,0.99,0.98,0.96,0.98,0.98,0.98,0.98,0.99,0.97,0.96,0.98,0.99,0.99,0.98,0.99,0.98,0.98,0.7,0.98,0.99,0.98
21662,0.94,0.97,0.95,0.96,0.97,0.96,0.96,0.97,0.97,0.95,0.96,0.97,0.98,0.99,0.96,0.96,0.98,0.97,0.76,0.96,0.98,0.96
21966,0.94,0.95,0.95,0.96,0.96,0.94,0.96,0.95,0.94,0.95,0.83,0.96,0.96,0.96,0.94,0.93,0.94,0.95,0.67,0.94,0.95,0.95
21974,0.93,0.95,0.96,0.96,0.96,0.96,0.97,0.94,0.96,0.96,0.95,0.96,0.96,0.97,0.95,0.96,0.95,0.95,0.77,0.96,0.94,0.96
22285,0.94,0.95,0.96,0.95,0.98,0.96,0.94,0.96,0.96,0.95,0.97,0.98,0.95,0.95,0.92,0.93,0.97,0.99,0.55,0.96,0.98,0.97
22521,0.89,0.9,0.91,0.92,0.9,0.88,0.92,0.92,0.92,0.9,0.92,0.92,0.9,0.9,0.91,0.89,0.91,0.89,0.64,0.88,0.91,0.88
23032,0.88,0.9,0.92,0.82,0.92,0.9,0.92,0.9,0.93,0.9,0.86,0.93,0.88,0.92,0.91,0.9,0.9,0.93,0.63,0.93,0.92,0.91
23186,0.9,0.95,0.96,0.96,0.96,0.96,0.89,0.96,0.97,0.96,0.93,0.95,0.97,0.99,0.94,0.96,0.97,0.97,0.92,0.96,0.96,0.97
23231,0.97,0.97,0.97,0.97,0.96,0.96,0.97,0.93,0.97,0.96,0.97,0.97,0.97,0.96,0.97,0.97,0.97,0.97,0.66,0.97,0.97,0.98
23269,0.96,0.96,0.96,0.95,0.96,0.96,0.97,0.96,0.97,0.96,0.96,0.94,0.97,0.97,0.96,0.96,0.97,0.96,0.75,0.97,0.96,0.96
23433,0.94,0.97,0.95,0.72,0.96,0.96,0.96,0.96,0.96,0.95,0.94,0.97,0.96,0.98,0.97,0.95,0.95,0.96,0.58,0.97,0.93,0.9
24068,0.95,0.97,0.96,0.98,0.97,0.94,0.96,0.96,0.94,0.96,0.96,0.97,0.96,0.97,0.96,0.96,0.97,0.94,0.71,0.97,0.95,0.96
24095,0.94,0.96,0.97,0.94,0.95,0.95,0.96,0.96,0.95,0.96,0.97,0.96,0.96,0.98,0.94,0.95,0.96,0.96,0.73,0.97,0.97,0.95
24653,0.98,0.97,0.97,0.99,0.98,0.98,0.98,0.98,0.98,0.98,0.99,0.99,0.98,1,0.98,0.98,0.98,0.98,0.75,0.98,0.98,0.97
24865,0.93,0.91,0.97,0.93,0.98,0.97,0.96,0.51,0.99,0.96,0.95,0.96,0.98,0.99,0.98,0.93,0.92,0.98,0.94,0.98,0.97,0.96
25415,0.95,0.98,0.97,0.96,0.97,0.98,0.97,0.97,0.98,0.98,0.96,0.98,0.97,1,0.97,0.97,0.98,0.97,0.63,0.97,0.98,0.98
25592,0.04,0.03,0.03,0.04,0.03,0.03,0.04,0.02,0.02,0.03,0.03,0.53,0.02,0.02,0.03,0.03,0.03,0.02,0.03,0.03,0.02,0.03
26800,0.98,1,0.98,0.98,0.99,0.99,1,0.99,0.99,0.99,0.99,0.98,0.98,0.99,0.99,0.98,0.99,0.98,0.74,0.98,0.99,0.99
27442,0.95,0.96,0.95,0.79,0.96,0.96,0.96,0.96,0.95,0.95,0.97,0.97,0.97,0.99,0.96,0.96,0.96,0.96,0.76,0.98,0.97,0.97
27494,0.94,0.92,0.96,0.96,0.94,0.95,0.94,0.93,0.94,0.96,0.98,0.89,0.93,0.98,0.96,0.95,0.92,0.95,0.67,0.96,0.97,0.96
27527,0.95,0.94,0.95,0.93,0.94,0.95,0.95,0.91,0.97,0.96,0.94,0.97,0.94,0.97,0.94,0.92,0.94,0.97,0.7,0.96,0.95,0.95
27847,0.94,0.97,0.96,0.93,0.96,0.95,0.96,0.97,0.98,0.96,0.97,0.96,0.95,0.98,0.96,0.97,0.98,0.97,0.79,0.95,0.95,0.96
27895,0.96,0.99,0.96,0.98,0.98,0.96,0.95,0.99,0.97,0.96,0.99,0.99,0.99,0.99,0.97,0.97,0.98,0.98,0.79,0.97,0.97,0.98
28059,0.97,0.98,0.98,0.99,0.98,0.98,1,0.96,0.98,0.98,0.99,0.98,0.99,0.99,0.98,0.99,0.99,0.99,0.67,0.98,0.98,0.98
28310,0.96,0.97,0.94,0.97,0.96,0.96,0.93,0.98,0.98,0.96,0.96,0.98,0.97,0.97,0.98,0.95,0.98,0.97,0.72,0.98,0.97,0.97
28388,0.94,0.97,0.98,0.98,0.98,0.98,0.98,0.97,0.98,0.98,0.99,0.98,0.99,0.99,0.98,0.97,0.98,0.97,0.6,0.98,0.97,0.98
28465,0.9,0.92,0.92,0.9,0.93,0.92,0.92,0.93,0.93,0.92,0.9,0.93,0.93,0.91,0.92,0.91,0.92,0.92,0.7,0.92,0.92,0.9
29037,0.98,0.98,0.97,0.95,0.98,0.97,0.97,0.98,0.98,0.96,0.96,0.98,0.98,0.98,0.97,0.97,0.97,0.98,0.8,0.97,0.97,0.98
29732,0.96,0.98,0.97,0.98,0.98,0.98,0.98,0.99,0.97,0.98,0.96,0.98,0.98,1,0.98,0.98,0.99,0.98,0.74,0.98,0.99,0.99
30128,0.92,0.96,0.95,0.93,0.96,0.96,0.96,0.98,0.96,0.94,0.92,0.95,0.95,0.95,0.96,0.97,0.96,0.95,0.59,0.97,0.97,0.94
30275,0.95,0.95,0.95,0.95,0.96,0.95,0.95,0.97,0.95,0.94,0.94,0.94,0.96,0.92,0.96,0.93,0.96,0.94,0.7,0.95,0.96,0.95
30480,0.02,0.02,0.02,0.02,0.01,0.02,0.02,0.03,0.02,0.02,0.04,0.02,0.01,0.02,0.02,0.04,0.02,0.02,0.4,0.03,0.02,0.02
30797,0.94,0.95,0.94,0.92,0.94,0.93,0.95,0.95,0.95,0.94,0.93,0.96,0.94,0.95,0.94,0.95,0.94,0.95,0.76,0.95,0.94,0.93
30814,0.96,0.97,0.97,0.96,0.97,0.97,0.97,0.96,0.97,0.98,0.95,0.97,0.97,0.98,0.97,0.98,0.97,0.97,0.66,0.97,0.96,0.98
31060,0.96,0.99,0.98,0.96,0.98,0.98,0.98,0.99,0.98,0.98,0.99,0.99,0.99,0.98,0.98,0.98,0.98,0.99,0.74,0.98,0.97,0.99
31126,0.78,0.87,0.85,0.8,0.82,0.81,0.85,0.82,0.86,0.81,0.79,0.83,0.85,0.85,0.85,0.78,0.85,0.83,0.82,0.84,0.81,0.86
31434,0.96,0.58,0.93,0.92,0.95,0.94,0.96,0.96,0.96,0.62,0.95,0.89,0.96,0.97,0.91,0.94,0.94,0.97,0.93,0.96,0.92,0.94
31528,0.98,0.99,0.99,0.99,1,0.99,0.99,1,0.99,0.99,0.98,0.99,0.99,1,0.99,1,0.99,0.99,0.65,0.99,0.99,1
31682,0.84,0.94,0.91,0.95,0.85,0.96,0.94,0.92,0.97,0.93,0.66,0.93,0.86,0.95,0.95,0.95,0.98,0.89,0.97,0.95,0.93,0.94
31923,0.91,0.9,0.91,0.92,0.92,0.89,0.92,0.9,0.88,0.92,0.94,0.92,0.9,0.94,0.92,0.93,0.87,0.91,0.61,0.91,0.92,0.92
32287,0.95,0.98,0.98,0.95,0.98,0.98,0.98,0.97,0.97,0.97,0.94,0.98,0.97,0.96,0.96,0.9,0.96,0.97,0.75,0.97,0.98,0.98
33544,0.04,0.03,0.03,0.04,0.22,0.04,0.04,0.04,0.07,0.04,0.02,0.03,0.2,0.03,0.04,0.04,0.04,0.04,0.03,0.04,0.02,0.08
33897,0.96,0.92,0.96,0.95,0.98,0.96,0.98,0.97,0.98,0.96,0.92,0.91,0.98,0.99,0.98,0.96,0.98,0.95,0.6,0.97,0.97,0.96
34285,0.94,0.92,0.96,0.95,0.96,0.96,0.94,0.92,0.96,0.97,0.58,0.93,0.96,0.98,0.98,0.87,0.93,0.96,0.86,0.97,0.97,0.98
34517,0.98,0.99,0.99,0.99,1,0.99,1,0.99,1,1,0.99,0.99,0.98,0.99,0.99,0.99,0.99,0.98,0.66,0.99,1,1
35777,0.97,0.96,0.98,0.97,0.97,0.96,0.98,0.98,0.98,0.98,0.99,0.98,0.97,0.98,0.97,0.97,0.98,0.98,0.72,0.98,0.98,0.97
36117,0.96,0.96,0.96,0.96,0.95,0.96,0.96,0.95,0.96,0.96,0.95,0.97,0.96,0.97,0.97,0.96,0.96,0.96,0.73,0.97,0.96,0.97
36131,0.95,0.97,0.98,0.96,0.96,0.98,0.98,0.94,0.98,0.98,0.95,0.96,0.99,0.99,0.98,0.97,0.95,0.98,0.78,0.98,0.97,0.97
36329,0.88,0.96,0.96,0.94,0.96,0.94,0.96,0.97,0.95,0.94,0.93,0.97,0.95,0.96,0.92,0.94,0.94,0.95,0.71,0.92,0.96,0.95
36388,0.96,0.93,0.96,0.96,0.96,0.95,0.96,0.96,0.95,0.94,0.97,0.96,0.95,0.98,0.94,0.95,0.94,0.96,0.72,0.96,0.95,0.94
36402,0.84,0.91,0.91,0.84,0.9,0.9,0.92,0.9,0.92,0.88,0.85,0.91,0.89,0.9,0.92,0.91,0.9,0.91,0.55,0.91,0.92,0.91
36698,0.96,0.98,0.97,0.97,0.96,0.97,0.97,0.98,0.9,0.97,0.96,0.97,0.97,0.96,0.98,0.97,0.97,0.97,0.96,0.6,0.97,0.97
37167,0.86,0.92,0.92,0.91,0.94,0.92,0.94,0.94,0.94,0.92,0.92,0.93,0.93,0.92,0.94,0.91,0.94,0.94,0.6,0.93,0.93,0.93
37445,0.95,0.98,0.97,0.95,0.97,0.96,0.97,0.98,0.98,0.96,0.95,0.97,0.98,0.96,0.97,0.96,0.98,0.97,0.6,0.96,0.96,0.97
37631,0.97,0.98,0.98,0.98,0.98,0.98,0.98,0.99,0.99,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.98,0.98,0.71,0.99,0.99,0.99
38001,0.98,0.99,0.97,0.99,0.98,0.96,0.96,0.98,0.97,0.98,0.99,0.96,0.98,0.99,0.98,0.99,0.97,0.97,0.65,0.97,0.99,0.99
38569,0.98,0.97,0.97,0.97,0.97,0.96,0.99,0.98,0.97,0.98,0.98,0.97,0.97,0.99,0.98,0.98,0.97,0.98,0.78,0.98,0.95,0.97
38848,0.98,0.99,0.99,0.98,0.99,1,1,0.98,0.99,1,0.97,0.99,0.99,1,0.99,0.99,0.99,0.99,0.72,1,0.99,0.99
38930,0.9,0.9,0.88,0.93,0.94,0.92,0.81,0.88,0.91,0.91,0.93,0.92,0.9,0.95,0.91,0.88,0.9,0.9,0.47,0.91,0.94,0.93
39169,0.98,0.99,0.98,0.99,0.99,0.99,0.98,0.99,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.98,0.98,0.99,0.73,0.99,0.99,0.98
39183,0.98,0.98,0.98,0.93,0.98,0.98,0.98,0.98,0.98,0.98,0.99,0.97,0.98,0.99,0.98,0.99,0.99,0.97,0.82,0.96,0.99,0.98
39308,0.92,0.99,0.97,0.98,0.98,0.98,0.98,0.99,0.99,0.98,0.96,0.97,0.99,0.97,0.98,0.98,0.99,0.99,0.61,0.95,0.97,0.99
39446,0.92,0.94,0.94,0.93,0.94,0.93,0.94,0.95,0.93,0.92,0.95,0.93,0.93,0.96,0.94,0.92,0.96,0.94,0.52,0.95,0.95,0.95
39895,0.9,0.93,0.92,0.85,0.92,0.9,0.93,0.94,0.95,0.9,0.9,0.95,0.94,0.91,0.92,0.83,0.95,0.93,0.57,0.94,0.92,0.94
40147,0.94,0.97,0.96,0.97,0.96,0.96,0.93,0.96,0.96,0.94,0.97,0.96,0.95,0.97,0.96,0.94,0.95,0.96,0.74,0.97,0.96,0.95
40487,0.96,0.97,0.77,0.91,0.8,0.9,0.86,0.98,0.93,0.92,0.94,0.97,0.98,0.69,0.96,0.96,0.98,0.94,0.98,0.93,0.97,0.88
40793,0.94,0.99,0.97,0.96,0.98,0.96,0.98,0.97,0.98,0.97,0.97,0.99,0.97,0.98,0.98,0.97,0.97,0.98,0.67,0.97,0.97,0.97
41217,0.97,0.96,0.96,0.96,0.96,0.96,0.98,0.97,0.97,0.96,0.98,0.98,0.97,0.88,0.96,0.92,0.98,0.95,0.72,0.97,0.97,0.96
41276,0.96,0.98,0.98,0.95,0.98,0.98,0.98,0.97,0.98,0.98,0.98,0.99,0.99,1,0.98,0.98,0.98,0.98,0.71,0.97,0.98,0.98
41327,0.96,0.98,0.99,0.98,0.97,0.98,0.97,0.97,0.98,0.98,0.98,0.98,0.99,1,0.98,0.98,0.97,0.97,0.69,0.97,0.97,0.99
41403,0.91,0.92,0.92,0.94,0.92,0.92,0.92,0.96,0.95,0.92,0.92,0.93,0.95,0.92,0.9,0.93,0.94,0.93,0.65,0.93,0.93,0.9
41651,0.95,0.99,0.98,0.94,0.97,0.98,0.98,0.97,0.98,0.97,0.95,0.99,0.94,0.96,0.98,0.98,0.96,0.97,0.72,0.99,0.99,0.97
41688,0.97,0.95,0.98,0.98,0.98,0.98,0.96,0.98,0.99,0.96,0.97,0.96,0.97,0.99,0.92,0.97,0.99,0.98,0.65,0.97,0.96,0.98
42029,0.94,0.95,0.94,0.94,0.94,0.93,0.95,0.95,0.94,0.92,0.95,0.94,0.93,0.96,0.93,0.92,0.91,0.96,0.64,0.94,0.91,0.93
42364,0.96,0.98,0.98,0.97,0.98,0.98,0.98,0.98,0.97,0.95,0.98,0.98,0.98,0.98,0.98,0.97,0.97,0.98,0.71,0.98,0.98,0.98
42585,0.96,0.96,0.96,0.97,0.96,0.97,0.97,0.97,0.96,0.98,0.98,0.97,0.96,0.98,0.97,0.97,0.93,0.97,0.76,0.97,0.97,0.97
42667,0.98,0.98,0.98,0.95,0.98,0.98,0.98,0.99,0.98,0.98,0.99,0.98,0.97,0.99,0.98,0.98,0.97,0.98,0.8,0.98,0.97,0.99
42804,0.03,0.03,0.02,0.02,0.06,0.02,0.01,0.22,0.03,0.03,0.02,0.01,0.04,0.01,0.02,0.02,0.03,0.03,0.02,0.02,0.02,0.02
42906,0.95,0.96,0.96,0.96,0.97,0.96,0.96,0.96,0.96,0.96,0.94,0.96,0.95,0.97,0.97,0.95,0.96,0.97,0.77,0.96,0.95,0.95
43328,0.98,0.99,0.99,0.98,0.98,0.99,0.99,1,0.99,0.99,0.99,0.98,0.99,0.99,1,0.99,0.99,0.99,0.62,0.99,0.98,0.99
43817,0.95,0.97,0.99,0.96,0.98,0.98,0.98,0.95,0.98,0.98,0.98,0.98,0.97,0.98,0.99,0.98,0.99,0.98,0.73,0.98,0.98,1
43983,0.99,0.98,0.99,0.97,0.99,0.99,0.99,0.98,0.99,0.98,0.98,0.99,0.98,1,0.98,0.99,0.98,0.99,0.71,0.98,0.98,0.99
44019,0.96,0.97,0.98,0.96,0.99,0.98,0.98,0.98,0.98,0.98,0.96,0.98,0.98,0.99,0.98,0.99,0.98,0.98,0.68,0.98,0.97,0.97
44251,0.95,0.93,0.98,0.96,0.98,0.98,0.98,0.96,0.97,0.97,0.98,0.92,0.97,0.98,0.98,0.97,0.97,0.97,0.71,0.97,0.97,0.98
44332,0.98,0.99,0.99,0.99,0.99,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.98,0.99,0.99,0.99,0.99,0.99,0.74,1,0.99,1
44413,0.92,0.96,0.95,0.95,0.94,0.94,0.94,0.95,0.95,0.94,0.91,0.95,0.93,0.94,0.94,0.94,0.93,0.93,0.55,0.95,0.95,0.94
44824,0.92,0.89,0.92,0.92,0.94,0.9,0.92,0.93,0.9,0.9,0.93,0.86,0.91,0.92,0.94,0.93,0.93,0.94,0.68,0.92,0.91,0.93
45591,0.96,0.94,0.97,0.97,0.97,0.97,0.96,0.96,0.97,0.95,0.97,0.96,0.97,0.95,0.97,0.95,0.96,0.96,0.74,0.96,0.96,0.96
45670,0.97,0.96,0.69,0.94,0.94,0.93,0.98,0.96,0.96,0.95,0.99,0.96,0.96,0.97,0.96,0.94,0.96,0.97,0.94,0.95,0.94,0.95
45810,0.96,0.97,0.95,0.93,0.83,0.95,0.96,0.96,0.96,0.96,0.95,0.96,0.95,0.91,0.9,0.94,0.96,0.96,0.93,0.96,0.95,0.92
46313,0.95,0.95,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.95,0.96,0.95,0.96,0.98,0.96,0.95,0.94,0.97,0.73,0.97,0.97,0.95
