gene_symbol,adrenal gland,blood,bone marrow,brain,cecum,ganglia,heart,kidney,liver,lung,lymph nodes,muscle,ovary,palatine tonsil,pancreas,placenta,prostate,salivary gland,skin,testis,thymus gland,thyroid gland,tongue,trachea,uterus
NUP214,70.3671,259.9409,142.812,68.0282263157895,61.4882,87.76575,109.36295,69.0092,95.3334,92.7499,83.2331,68.9472,101.5383,81.8538,86.31745,92.3622,96.6291,94.0539,127.8329,166.263233333333,120.2493,79.9029,78.3535,57.2812,86.0633
CELF2,38.2852,386.8551,170.7605,159.948747368421,58.2515,77.834975,68.37445,20.8145,28.9272,169.6315,102.9495,53.24335,97.9505,94.9051,50.30355,39.0901,99.6512,115.1764,77.8095,38.5353,305.5961,49.4258,51.4308,74.8072,81.8895
FARSA,35.6694,43.0114,64.2143,61.247152631579,30.2681,30.063825,55.3825,41.4858,137.3074,76.5289,31.2904,45.4831,29.737,39.409,53.7222,59.7782,73.3368,21.6079,24.4892,42.0307666666667,96.1803,65.3538,30.2554,32.1074,32.1311
CREBBP,47.5438,138.3055,62.6818,54.7115684210526,47.5983,35.42405,38.9336,59.0191,40.1271,61.2055,49.7173,48.98235,54.5984,42.4695,38.16335,70.1028,56.9573,28.9441,29.2388,56.1907666666667,65.1541,47.3436,52.5928,57.1286,67.3328
PKN1,40.52635,106.0042,24.1359,31.2776263157895,16.0993,16.62285,20.78545,15.729,28.6557,107.0235,33.9421,43.4105,11.3612,60.4545,37.9733,77.6558,67.4349,8.5385,9.2442,28.6331333333333,61.4577,80.5421,9.8849,21.0872,17.3796
CNOT8,45.9937,175.3339,98.9498,41.0765,50.2727,46.63915,37.31695,38.7005,21.7384,64.9322,59.4404,45.46795,55.135,73.4044,41.711,62.849,50.2129,56.9394,48.437,52.3245333333333,70.1534,59.3504,21.455,53.9954,59.3066
PPP1R2,22.5974,78.8675,27.4354,38.0505105263158,41.2106,36.14875,26.22135,24.3571,19.62,22.8676,59.988,48.78845,29.622,35.0101,37.24355,37.7217,37.0043,49.5078,32.7215,84.6363333333333,34.9315,51.5482,34.9485,35.1835,40.4581
MMS19,74.75315,92.1428,100.9224,92.0305210526316,43.5602,63.8468,84.8034,99.069,80.3804,103.5933,120.4198,75.1055,93.5578,103.6316,65.8892,112.0342,65.124,70.4668,59.1007,122.140933333333,152.0828,61.7059,77.7414,75.8834,59.696
AK6,54.13015,65.3677,53.46,75.7475894736842,40.5626,50.48665,18.72865,35.2178,28.7073,33.8365,68.3938,100.20545,44.4331,69.3071,90.84675,38.3485,44.287,55.6472,40.7917,216.649033333333,41.7224,53.6204,42.4642,56.6901,40.9949
AASDHPPT,51.94525,96.9383,33.4838,125.014857894737,70.4942,47.8497,39.2432,43.3279,24.2621,29.036,70.1825,67.1825,46.1005,54.5391,47.48205,59.5447,66.995,80.461,51.339,86.3386333333333,36.4328,86.3666,36.3258,64.164,70.6276
VEZF1,52.21405,135.1047,36.9846,53.0929736842105,47.743,43.71225,33.082,50.8618,20.14,39.1634,37.8383,48.99765,55.434,50.9931,57.7198,57.826,81.7202,39.3445,41.8209,37.0223666666667,93.1177,98.8838,55.0885,68.2654,89.4919
PCM1,27.1159,54.8975,19.1681,54.4357052631579,38.7198,36.967,26.07895,18.2041,17.1177,15.067,63.0717,41.4136,44.1709,71.3706,54.37815,16.453,34.1087,65.9522,39.6624,137.176433333333,36.556,52.3047,38.8095,56.6596,53.6609
CHPF,105.24595,53.4588,66.5563,103.082184210526,91.4685,101.863625,181.52595,104.0191,173.322,128.5981,71.4199,96.10315,139.0718,66.0162,91.8691,245.9222,142.0518,39.2573,90.5349,111.575033333333,74.6287,169.5375,101.6374,113.3929,82.4913
ERCC3,37.9721,44.9867,14.2374,45.8941631578947,11.335,10.0267,7.3177,20.339,18.9967,14.4098,69.7353,33.04435,18.0998,22.7568,24.78315,46.6697,24.5922,24.3395,6.4965,63.7018,65.1541,31.3172,9.3521,23.3497,39.6793
PRKCZ,27.681,55.377,9.3678,400.209931578947,20.0666,10.628825,124.3708,116.2528,57.1966,454.2207,63.3712,9.8487,3.9097,42.1734,30.3062,727.9828,133.7012,6.8373,8.3,237.325133333333,48.4779,173.6496,14.8727,28.2307,8.6544
BLMH,33.1218,29.3441,25.7149,24.7280684210526,11.4856,24.730225,20.3624,28.6712,6.2061,32.8588,34.1501,44.1571,8.6244,50.5653,35.70425,52.3482,6.7225,40.9093,11.2744,42.6942333333333,87.5873,11.9143,24.9729,17.6934,22.2348
MVP,156.3136,278.7805,83.6863,61.679,73.4741,77.237375,51.6493,175.8246,39.4044,308.1834,103.0327,194.89355,82.6335,81.7798,137.09645,103.5779,81.6939,26.7767,61.7635,74.9891333333333,148.9388,72.8243,105.3442,98.9916,96.5554
SUSD6,96.2661,399.3768,124.05,78.8189842105263,11.1934,51.5371,33.8117,90.5668,25.6043,138.632,158.9374,90.73405,52.8275,197.7689,117.93815,161.5923,108.4657,116.6922,70.5545,78.5341666666667,109.9143,126.1733,43.269,96.3859,75.2173
KAT2A,153.3928,58.6882,138.6058,183.704342105263,51.6719,106.362225,125.0094,132.6903,128.8587,99.2656,181.2952,121.9318,150.5251,119.4446,104.9694,81.8839,110.9735,75.3903,109.0706,135.207433333333,114.4817,130.6834,107.43,115.4775,137.6978
KIF22,39.1287,36.5717,57.2416,46.4663736842105,45.8095,49.879625,97.77715,42.7186,78.6597,29.4287,42.4693,40.12575,38.58,40.6678,40.72255,45.3914,61.684,49.2679,59.4029,54.4902,83.1793,52.7521,56.7587,32.5142,34.9303
NUP133,44.1423,76.8656,49.2272,70.4489631578947,58.3312,55.3651,39.862,39.1099,40.8383,29.5248,80.4462,44.2017,48.6188,47.3237,49.81705,69.6419,54.6858,50.9036,66.3054,53.2111333333333,60.0344,88.0789,48.8916,38.9713,73.9784
PLOD3,204.478,156.0148,194.149,217.090184210526,182.6359,231.8507,283.8896,240.97,390.0405,314.4025,171.021,434.25695,204.5945,173.1856,240.6151,607.5168,168.7842,140.4592,174.8661,169.353,186.9011,187.9034,162.9644,169.8669,182.9285
PPP2R5A,50.8005,163.6191,92.6759,61.132152631579,37.9547,30.894525,29.25025,75.2016,12.7735,39.2703,63.2776,27.6637,10.4183,42.2968,65.9322,56.5456,42.5932,71.0229,23.696,35.6213333333333,57.5595,68.9895,65.4703,85.6707,60.9437
NUP93,7.1781,10.9384,9.9914,7.64064210526316,6.677,7.9136,28.42865,5.8287,5.2539,8.0785,4.7211,9.4571,6.4396,6.1047,4.58435,5.359,6.1579,6.6083,8.1017,82.7255666666667,95.8086,10.6119,6.5748,8.9611,5.9879
CSTF1,8.8815,20.518,13.6735,14.7988631578947,14.8374,17.3116,12.8932,10.8875,14.7867,11.3403,13.529,18.3042,10.3263,11.6581,9.26535,9.6424,15.1715,22.2049,17.0013,31.2197666666667,16.57,10.3406,15.6718,13.9755,12.9403
GAS7,52.177,116.0154,80.592,273.981536842105,89.4707,118.621575,92.9179,39.5331,38.076,83.9326,51.221,49.7428,48.9776,65.9306,44.23305,84.2488,44.1793,31.3371,72.173,74.0194,69.4325,39.9298,68.5979,63.6861,69.8807
LIMK2,36.18635,213.5155,56.3703,40.3317631578947,37.813,53.076925,40.8041,49.2558,30.2234,54.1662,43.9667,56.9819,41.1673,48.8156,45.4771,189.7474,42.1424,54.3222,71.2249,49.4234,62.1163,82.7569,51.0114,67.3121,48.6779
TMED5,57.04455,129.2625,34.1605,63.266,48.6477,53.71405,44.59835,61.9854,36.2727,24.4197,109.6153,82.94965,101.0323,72.1127,90.0719,70.152,63.3909,72.3315,49.984,60.2705,44.1548,105.1846,38.3889,84.0246,69.2294
DKK3,49.0228,9.7372,13.6669,201.836705263158,33.6722,64.476525,85.71565,19.9215,13.8552,115.4289,22.5324,65.66915,18.8358,15.1548,18.82315,27.96,60.9855,26.2697,35.9458,50.0886333333333,15.3846,31.1918,33.9078,57.046,36.6329
MTMR3,46.9637,126.3205,94.7834,51.1252894736842,48.8588,54.718175,61.24585,49.1582,52.2562,63.0835,55.5512,44.30785,60.6393,43.9614,50.4795,69.4411,45.0397,49.8567,41.9405,77.1294666666667,55.8423,50.5795,65.8614,53.2794,42.8572
SRPK1,51.0249,167.9465,129.1518,80.2329,86.961,82.532025,68.53295,89.5513,68.9032,64.3071,90.9596,82.994,91.2005,96.0625,103.804,97.5183,76.1334,92.9743,90.0675,151.9104,88.5645,75.6099,69.7042,88.0158,65.5924
BLVRB,78.3227,164.9664,820.6218,55.4521052631579,110.7912,35.11205,294.8792,193.7074,730.1803,436.7655,100.8905,107.9149,73.9401,49.2818,99.28775,135.0802,287.071,86.366,12.247,29.7471333333333,107.2589,138.9921,175.3659,69.6805,80.5091
LAMA4,34.68765,19.2415,29.738,35.8843052631579,57.4828,60.085575,42.83695,38.9625,38.606,36.3242,35.7807,80.616,41.8296,29.8159,27.5405,31.7014,28.4156,55.2546,52.5948,31.9237333333333,25.3181,27.1159,42.4755,50.294,59.5638
AMFR,88.02285,114.5334,55.8683,62.5139684210526,41.3729,52.082875,99.84015,140.9327,228.0236,76.8575,77.3993,57.00155,45.5715,37.5085,47.9617,239.2358,68.2161,57.1766,52.6987,109.047666666667,82.6376,66.011,56.3393,89.9987,46.7763
VASP,90.05825,983.4958,264.7655,54.5153,65.0171,48.4427,119.4165,63.4733,74.4611,164.855,111.6015,91.3273,117.1083,97.9054,53.71015,147.1502,52.7295,69.698,27.0528,47.5366666666667,121.8532,78.5041,62.5173,89.5094,71.1703
ARL4C,28.65715,180.0096,54.1499,68.9029421052632,45.3402,39.29405,34.44835,17.3727,17.9987,48.8915,89.1865,25.36355,36.6308,86.1896,44.5343,96.3445,48.6855,50.421,46.639,23.1648,199.2064,24.1964,36.0169,46.4833,34.8168
LSM3,93.62985,160.4449,98.2687,107.920126315789,63.5382,57.7938,55.9709,126.9183,68.3698,64.8039,111.9342,170.8685,106.7819,133.9905,117.48075,118.4011,80.8011,122.4827,61.9429,194.3858,119.1765,92.7337,84.3048,88.9119,103.8884
GSK3A,154.66345,148.7073,220.189,153.208647368421,153.5677,130.01525,158.22245,131.4291,212.2676,123.9818,109.9064,164.1594,155.4467,118.1446,173.7452,173.4103,144.494,97.7179,117.9465,134.491266666667,158.0523,126.3422,156.9848,150.3686,123.7841
ARFGAP3,100.98085,111.4619,40.1116,49.2893684210526,53.7706,40.601425,46.2414,50.3516,54.237,55.2989,60.7922,66.1076,68.7885,56.8509,103.9257,56.183,218.0211,114.9583,40.3668,97.3769,46.8421,136.4717,38.5646,117.1934,65.6426
PES1,28.1801,24.206,18.2446,15.7937947368421,4.4543,16.132075,20.59445,12.6304,25.5125,49.6408,17.2414,47.54235,6.7846,10.6297,44.56245,7.1781,24.5003,4.809,4.844,35.4768666666667,27.5529,21.8991,5.3392,7.2579,15.952
CUL4B,27.8566,66.0642,19.8136,39.6504526315789,38.3089,37.212625,24.49065,19.6423,22.3636,16.0848,35.112,55.35825,45.2208,48.8457,36.87975,20.5847,19.035,40.4677,42.5976,39.9961333333333,30.5589,20.8018,31.7659,27.4521,42.0583
NFYC,68.11525,129.645,86.2472,64.0446894736842,40.9478,53.35205,92.3004,82.6764,64.9886,92.5215,67.354,57.3708,61.2105,88.1642,48.3354,90.4447,80.7978,75.6643,53.4116,77.5417666666667,91.1669,71.3591,66.2213,67.8438,63.1412
FADS2,317.0103,30.9198,66.9543,134.267447368421,39.5132,88.688525,67.00135,73.5247,404.9878,62.4317,57.3398,83.5088,65.4537,74.5562,62.91155,54.2656,178.1195,57.3483,77.627,82.9896,72.5681,25.3118,39.2108,55.3936,40.8769
SLC6A8,97.51705,25.8731,145.9656,97.0578,36.6824,38.4121,91.4901,156.0492,27.3326,26.3939,24.5346,94.1214,46.9629,31.8069,26.91205,118.2536,69.1987,51.656,29.1774,103.3202,34.365,32.1292,65.4797,72.8582,49.0633
EP300,31.4384,51.9973,43.0108,32.9006368421053,23.9231,27.78825,20.1873,32.6199,23.895,31.1357,31.2696,34.0297,22.803,35.5503,29.09,64.1662,28.9447,31.1359,27.5533,42.1627666666667,28.9019,45.8724,45.1054,36.677,35.0837
DES,25.47515,17.1497,27.2143,15.8349631578947,314.0382,32.0672,1080.90605,13.3389,20.5626,75.7996,28.4307,886.2995,113.601,12.9992,17.25925,28.0854,576.6628,17.5676,22.9548,40.3052333333333,16.262,211.3883,326.3369,71.5172,534.9337
STT3A,52.1609,55.377,61.7662,48.5895105263158,38.0609,43.281925,48.3409,51.8159,60.8789,55.8439,71.2744,99.32615,53.1495,85.0214,114.30155,136.8993,60.0428,76.7807,28.6014,60.7144333333333,88.3733,73.8373,78.4669,89.878,85.1047
CRK,53.74665,67.8911,48.5682,63.219752631579,38.1229,44.604475,39.38945,61.4895,41.9664,80.6456,43.5369,84.8998,58.1632,67.9359,84.82235,115.443,71.9297,51.6615,45.3619,48.2096,37.5516,70.0347,36.4032,59.139,55.8358
BRD8,46.4356,71.2365,42.4535,62.1864368421053,23.5645,42.8377,48.3018,35.3595,24.3023,41.6906,64.2343,42.3302,43.7661,59.4261,59.95645,54.5606,53.3269,45.3994,56.4757,187.953333333333,68.9886,69.08,45.1678,38.1514,71.4063
NPTN,203.67805,619.058,171.7247,673.234663157895,153.0851,109.322325,98.47825,386.0356,66.2476,381.8833,244.5207,278.2285,97.7895,124.1671,238.94915,390.3806,389.9433,279.8225,136.3689,229.738733333333,140.3351,536.7823,116.9068,558.9441,436.2309
CHERP,79.91185,63.8035,58.9333,67.335652631579,30.64,77.311225,75.84125,74.4316,141.007,106.3743,52.3795,63.9194,74.4231,60.7342,58.7694,116.1333,89.0204,64.5537,67.2827,101.289566666667,81.3205,71.6486,90.6983,87.0053,54.7287
EIF3M,85.0707,157.4382,51.536,49.5704894736842,47.1703,41.572525,40.263,54.9649,49.6063,40.2373,114.319,114.33505,85.884,76.3881,114.7927,60.7144,62.9489,78.0511,65.402,68.9737666666667,97.855,112.4743,57.9414,65.5368,83.7242
UQCRHL,180.22395,406.0905,364.6264,464.981578947368,121.9757,103.1237,290.5359,387.3771,131.2333,252.2593,357.0373,565.226,281.3634,355.3389,246.5719,192.4309,226.3979,401.3564,173.9312,142.8433,494.402,209.3563,367.6222,264.3716,151.3726
SLC16A1,20.9905,14.1297,18.5995,29.7727263157895,15.6809,33.689375,27.43545,17.1767,20.4622,15.5318,14.2414,59.22635,23.2917,19.0504,25.9673,45.3053,25.7082,24.5562,36.9226,35.5733666666667,24.5841,19.1587,25.6134,13.394,42.7367
PARP4,152.6345,306.0693,164.5861,112.434615789474,153.1382,172.976375,138.175,165.8109,103.9427,117.4101,230.1078,123.5937,133.2992,249.9467,221.02795,122.0516,121.0178,151.0423,139.9287,123.3994,192.8705,173.7099,178.1545,163.1429,118.2239
PLK1,29.4851,28.0425,49.612,31.4950842105263,43.2768,70.159425,56.8726,51.6837,37.4543,24.4437,36.937,40.0119,45.629,49.0021,20.89105,50.0989,19.012,35.9368,89.534,76.9814333333333,76.3282,29.5084,16.1763,36.3528,24.6123
TRIB1,98.54375,188.2819,241.983,44.6046736842105,23.8744,58.95185,23.04905,52.7228,105.5832,182.0858,83.6491,58.23085,24.9304,70.0476,134.817,172.7773,84.6875,54.0278,52.1322,51.0656666666667,67.9795,392.5687,38.4853,123.8793,61.0942
TSPAN7,277.97745,26.0557,71.0146,710.131647368421,163.1449,139.217875,116.6476,211.7792,70.5494,255.1926,223.2237,99.4703,119.1551,67.8098,156.69125,122.0147,61.5002,123.2842,155.1595,71.0723,125.0185,163.4115,140.6441,132.5481,95.9714
PSMB4,271.12005,369.7472,251.51,266.201678947368,108.0194,81.720025,202.1609,306.1815,348.7204,296.0577,251.7792,570.44415,190.3009,325.6053,305.36255,417.0586,249.7231,209.871,131.5343,162.4061,531.2384,220.5712,192.6644,192.5303,179.8313
LSS,129.867,37.1692,37.993,75.2910631578947,16.6926,40.31425,58.1945,52.0332,103.9083,62.3943,52.3067,74.38645,51.049,44.8829,38.9189,66.6961,104.7018,46.22,40.2472,59.7148,74.6429,52.4526,32.5339,59.1941,33.1428
CDK4,205.3746,110.6399,206.4359,125.873273684211,136.7467,108.9782,232.0507,206.8952,215.7549,247.05,174.0783,214.45165,188.3346,172.1983,184.44385,197.4089,116.8031,167.0887,133.4984,124.1246,254.3495,177.2914,150.7217,153.9403,227.0147
MTA1,59.8416,55.3656,47.6151,63.9030789473684,54.5366,53.955275,85.22005,48.4009,54.5869,81.0811,62.5496,81.17855,59.3936,76.9586,63.23955,76.5004,86.3156,43.5428,56.4143,97.8856666666667,80.3114,112.6009,66.6776,60.4843,80.9014
E2F4,408.26315,352.0494,534.268,316.539673684211,320.2504,372.980725,315.65725,326.9598,405.2918,363.2499,329.8857,296.63855,499.9295,314.663,354.8691,378.2062,254.2529,305.2825,405.8821,333.072966666667,358.5599,247.3603,372.6836,509.0161,242.5183
DCAF8,67.1181,65.7064,85.221,82.0130473684211,51.9729,63.0638,52.9698,108.3647,77.9026,67.0212,74.7892,62.7325,98.7555,82.2021,66.84065,89.2873,52.6901,60.1454,77.2556,67.3958666666667,84.9602,77.3304,62.8272,90.6321,62.1737
PRPF3,17.82975,20.2098,32.5749,22.1210263157895,3.4891,7.0974,3.5236,3.4009,2.1796,3.5904,47.1696,12.5037,4.4617,42.7657,27.72955,42.5152,19.7604,20.9045,11.9353,28.3890333333333,42.6359,25.6495,11.9933,15.1894,10.8549
RAB13,245.085,73.189,173.9141,99.3912842105263,102.9541,81.792025,84.1289,186.2728,115.2077,250.8007,156.92,480.52985,217.0827,115.1499,292.6002,200.6414,295.9336,136.7788,130.9867,214.696633333333,64.9204,244.8339,190.2499,195.1614,205.3698
DNM2,39.3239,77.8361,35.0562,27.6940263157895,21.7491,14.139125,26.20865,47.9663,44.7444,91.4276,41.3046,37.1759,14.2591,38.8907,48.1219,59.7598,43.2103,20.5528,10.6937,29.2188,53.7781,47.6753,22.9381,34.2619,27.2582
SIPA1L1,11.53345,37.9875,8.0741,71.9841,9.7588,14.3193,10.8842,13.9152,8.7871,7.5175,14.5273,37.383,9.4409,21.2019,11.686,33.8192,11.0094,14.8278,9.5464,18.7789,22.3058,14.2779,8.5359,15.1195,7.5748
CD2BP2,33.1191,70.4715,22.5171,33.2193421052632,20.4872,25.0551,49.51105,13.0603,28.2255,54.9704,16.8775,44.2126,18.0883,53.2227,38.6333,45.207,38.1159,23.906,24.4892,28.1572666666667,53.9056,52.5531,21.8329,30.7283,32.2314
N4BP2L2,44.27075,47.0922,27.9573,49.8771684210526,30.4452,45.39945,28.022,32.0947,14.2406,21.6676,117.1462,31.24215,47.0917,63.8968,82.2846,38.2035,65.9985,104.9576,51.5108,37.8121333333333,62.4646,85.5104,51.9047,57.9713,72.0576
STXBP1,140.5085,25.7132,21.4954,1030.24422105263,92.354,140.992625,122.81995,64.2763,68.5189,260.1775,59.5651,84.41805,80.5177,39.1292,214.4553,93.4499,103.9096,68.4548,84.4822,56.5320666666667,85.5267,141.03,21.9462,97.3265,115.3214
VPS72,141.01125,206.208,213.2162,193.406989473684,132.6997,98.051175,246.5884,184.4023,362.1649,325.2379,149.5576,145.01925,137.4389,138.0877,149.74825,227.0798,244.0182,119.3911,83.9818,191.353033333333,206.5939,176.8332,133.5025,134.2894,183.6541
DDAH2,34.0134,71.385,53.6634,40.7117,71.3783,45.500425,71.25845,59.915,90.2038,217.8084,63.6623,61.2528,72.6369,42.7219,71.90735,93.327,155.9607,59.5347,44.7859,30.2893666666667,120.8831,149.5356,69.6476,35.891,141.9179
CYB5R1,157.0375,169.9218,123.413,120.691657894737,118.4246,117.00665,198.49985,233.0063,123.9834,166.7624,109.0849,189.65715,132.6552,126.7998,133.1866,629.1862,145.8988,145.4972,190.6162,174.008533333333,221.1245,172.8658,160.9466,159.3932,101.5109
TOMM40,211.3766,60.8348,114.3903,135.608347368421,107.5501,139.3067,153.4248,291.8601,146.6739,84.423,109.6465,117.9947,114.0955,130.173,87.69145,103.7745,80.8273,78.4491,93.6698,108.085133333333,98.1241,55.0011,187.7333,107.4697,92.6323
COMMD3-BMI1,35.42215,61.7254,30.8367,66.4658842105263,40.691,40.23025,36.7666,35.9641,21.6122,18.5772,100.5162,52.35825,49.7227,37.056,39.47945,53.4052,51.8629,66.4756,28.998,42.3789333333333,30.5058,63.3821,23.76,54.0081,72.5508
TDP2,41.11455,444.3406,34.2733,73.8401947368421,35.6877,36.069375,20.40695,70.7379,5.9078,35.4554,92.0514,36.82065,44.847,58.266,89.2799,45.1824,226.6737,47.8121,49.6393,50.2142666666667,48.5628,83.6292,35.5379,51.1736,60.1797
LAMC2,18.17755,16.008,37.8559,23.1093210526316,35.8338,44.28965,39.5985,14.1892,19.1917,34.0129,17.5014,34.67775,27.4257,33.7403,33.70755,44.8997,18.0207,33.6386,58.9827,23.4523,14.8918,23.1834,13.8921,26.6227,23.928
NAE1,51.93345,61.0632,43.1236,95.7724210526316,47.8197,43.9652,25.17465,46.7807,7.3647,18.9299,102.1176,89.9793,86.0833,63.3012,94.8059,57.0434,53.7273,132.1007,37.9589,123.7213,50.1774,85.9445,79.7365,77.6629,74.0846
GBP1,17.87745,146.1268,3.6356,9.12652105263158,20.558,14.515575,10.322,12.7343,12.3318,18.2006,83.6907,72.2297,18.4448,49.4052,11.94975,13.2561,26.5026,31.4958,13.0637,8.83646666666667,39.9911,47.8682,7.9068,36.7532,45.0183
FBXO28,42.24185,62.89,42.7852,54.7377421052632,73.3368,50.520625,42.40945,49.6998,26.3843,31.857,41.6582,39.5348,43.9501,45.9744,42.73755,40.1799,62.5112,45.6202,59.7428,39.6648,41.8392,46.7527,54.5539,58.4633,58.643
PDGFRB,105.8639,15.7339,14.3966,59.220852631579,153.2179,102.317525,157.045,85.6734,52.7686,220.7149,104.9669,68.0452,182.033,45.2998,97.8272,152.7058,73.5797,67.2771,96.2854,85.8200666666667,36.284,78.3594,122.8921,102.7031,173.2063
ACTG2,42.3123,67.6171,95.469,48.1155157894737,948.9024,78.724625,231.7062,51.2208,45.6449,225.6197,106.1316,71.19945,200.8457,53.017,60.66475,342.322,1722.0712,83.0455,107.4653,62.7419,77.0505,74.9949,62.642,363.02,1249.8285
G6PD,46.0357,368.5027,111.5773,27.0330315789474,6.925,16.229525,16.87385,17.2027,14.0066,127.2998,28.8675,111.88355,36.8896,34.8181,36.5299,19.5061,41.7792,10.992,24.1162,97.8408,74.0976,97.6297,58.5498,43.2421,10.4891
SPTLC1,57.0473,90.8069,42.8118,61.6415421052632,56.9984,49.353975,34.6162,55.8969,19.0369,49.9934,80.3318,77.8204,63.1423,46.0649,66.2062,144.8517,66.6208,56.7022,45.7112,41.7791666666667,56.5079,113.6682,50.4616,74.9237,68.4566
GAK,95.0629,145.3428,109.9231,88.3300368421053,43.9882,51.575175,54.7593,122.0783,81.6576,216.0452,160.5527,66.2839,48.9638,104.7725,108.9756,112.657,143.0672,132.695,69.6575,152.4708,148.7618,135.7522,85.8201,99.0763,74.9322
HSD17B10,300.01235,157.5448,163.989,108.580178947368,101.7674,80.9806,183.23005,315.5622,686.9329,248.8132,150.9303,212.3518,173.7535,166.8999,159.2531,155.4467,178.6972,134.3743,72.4053,99.4318666666667,293.2677,195.4764,185.2734,143.7844,144.2756
SERPINF1,91.30355,28.8417,18.9611,126.368968421053,371.0278,155.737,375.0994,14.6237,2292.8087,377.0266,275.26,244.8921,982.9551,364.8662,263.67,485.7111,252.3031,122.6953,217.6123,687.637166666667,396.7028,206.1728,189.0936,394.2758,528.7688
CDKN1A,192.22335,124.8666,11.0131,60.5557473684211,128.8653,120.1559,132.81615,57.1439,105.2505,297.1717,123.0611,422.77185,237.5513,59.3191,261.7948,317.8626,167.1167,71.8244,182.8544,121.242333333333,138.5719,102.8753,184.0718,170.566,146.0809
TACSTD2,26.17475,27.0681,50.386,22.4424052631579,18.449,31.5295,22.94335,127.3024,29.8066,297.8342,24.3543,12.71315,30.381,299.563,163.98925,77.455,405.8217,286.9379,268.4886,20.966,37.4241,29.1667,492.7097,368.0196,24.8011
MTOR,33.12825,19.9814,68.0954,33.6763368421053,22.3026,12.947825,32.62075,40.3663,32.8542,16.6137,23.2104,37.81755,19.9627,23.4891,17.74795,26.6596,22.8,11.7608,24.272,38.0557666666667,24.6001,16.5872,18.4038,12.6917,21.5682
TACC2,32.8187,6.0058,9.5204,52.079952631579,45.0479,41.70495,115.25465,55.9772,49.8205,236.1986,9.1719,64.5801,10.1538,30.7456,43.53495,243.759,149.8903,70.7285,108.2868,31.0922,40.5753,99.0104,96.7516,90.3483,58.9881
PDAP1,43.8921,35.9551,50.919,34.5310842105263,6.6903,15.83775,56.369,60.1575,45.7252,94.7375,28.1603,50.5516,41.8112,48.6401,44.7666,52.5387,73.2842,8.2604,7.1669,25.1179,71.5165,56.1829,42.4358,51.6058,26.4735
